data;hora;temperatura_c;umidade_pct;reservatorio_pct
16/09/2026;13:00;30,4;36,3;24
16/09/2026;14:00;31,0;34,2;24
16/09/2026;15:00;30,4;32,2;24
16/09/2026;16:00;30,6;51,9;15
16/09/2026;17:00;30,8;49,9;15
16/09/2026;18:00;29,2;47,8;15
16/09/2026;19:00;27,6;47,5;15
16/09/2026;20:00;26,5;46,7;15
16/09/2026;21:00;24,9;46,1;15
16/09/2026;22:00;23,4;45,5;15
16/09/2026;23:00;21,5;45,3;15
17/09/2026;00:00;19,6;45,0;15
17/09/2026;01:00;18,2;44,9;15
17/09/2026;02:00;18,7;44,5;15
17/09/2026;03:00;18,2;44,6;15
17/09/2026;04:00;18,1;44,5;15
17/09/2026;05:00;19,1;44,4;15
17/09/2026;06:00;20,2;43,8;15
17/09/2026;07:00;20,7;42,9;15
17/09/2026;08:00;23,3;41,9;15
17/09/2026;09:00;24,5;40,3;15
17/09/2026;10:00;25,4;38,9;15
17/09/2026;11:00;27,2;37,1;15
17/09/2026;12:00;29,8;35,2;15
17/09/2026;13:00;29,5;33,2;15
17/09/2026;14:00;30,8;44,7;9
17/09/2026;15:00;31,0;42,5;9
17/09/2026;16:00;31,3;40,3;9
17/09/2026;17:00;30,0;38,0;9
17/09/2026;18:00;28,6;36,1;9
17/09/2026;19:00;27,6;35,3;9
17/09/2026;20:00;25,6;34,5;9
17/09/2026;21:00;24,3;34,4;9
17/09/2026;22:00;22,5;34,1;9
17/09/2026;23:00;20,5;33,9;9
18/09/2026;00:00;19,8;33,6;9
18/09/2026;01:00;18,6;33,6;9
18/09/2026;02:00;17,8;33,3;9
18/09/2026;03:00;18,7;33,1;9
18/09/2026;04:00;17,8;32,7;9
18/09/2026;05:00;18,7;32,8;9
18/09/2026;06:00;19,3;32,4;9
18/09/2026;07:00;21,7;39,9;6
18/09/2026;08:00;22,8;38,8;100
18/09/2026;09:00;24,1;37,3;100
18/09/2026;10:00;25,9;35,7;100
18/09/2026;11:00;28,3;33,7;100
18/09/2026;12:00;29,0;32,1;100
18/09/2026;13:00;30,2;60,4;87
18/09/2026;14:00;31,3;58,4;87
18/09/2026;15:00;31,6;56,4;87
18/09/2026;16:00;30,6;54,6;87
18/09/2026;17:00;30,0;52,9;87
18/09/2026;18:00;28,3;51,0;87
18/09/2026;19:00;27,4;50,6;87
18/09/2026;20:00;25,9;50,2;87
